0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
5,-14.63,8.38,5.88,-0.75,-0.63,0.25,-0.63,-1.63,-0.37,-0.37,-1,-0.75,-2.13,1.88,0.5,2.13,-2.63,-0.25,-3.75,-2,-1,-1.88,-1.5,-0.12,0.63,-0.12,0,1.37,0.88,1.25,1,2.13,0.75,1,-10,1.216113477
-20.5,-7.63,30.87,3.88,-0.75,-0.63,0.25,-0.75,-1.63,-0.25,-0.25,-1,-0.5,-2.13,1.75,0,2.13,-2.75,-0.37,6.88,-2.25,-0.63,-2,-1.5,0.25,-0.25,-0.63,0.5,1.25,0.88,1.12,0.88,1.88,0.63,0.88,-9,1.233435617
-9.88,2.63,11.75,-5.25,-0.88,-0.63,0.12,-0.75,-1.5,-0.25,-0.37,-1.12,-0.5,-2.38,1.88,0.37,2.13,-2.5,-0.5,16.75,-2.13,-0.75,-2,-1.12,0.12,-0.5,-0.75,0.12,1.25,1.75,0.63,0.25,2,0.5,1,-17.75,1.251553573
-14.5,31.5,9.25,-10.13,-0.75,-0.63,0.12,-0.75,-1.5,-0.25,-0.25,-0.88,-0.63,-2.5,1.63,0.37,2.5,-2.5,-0.5,15.5,-1.75,-0.75,-2,-1.12,-0.12,-0.75,-0.12,0.63,1.25,1.5,0.75,0.12,2.38,0.63,1,-14.75,1.2695684
-9.38,30.62,-5.38,-10.38,-0.88,-0.5,0.12,-0.88,-1.5,-0.25,-0.37,-1.12,-0.75,-2.25,1.5,0.37,0.63,-2.5,-0.5,0.37,-1.88,-0.88,-2,-1.12,-0.37,-1,0.25,0.37,2,1.37,0.12,0.75,2.5,0.63,1.12,-4.88,1.286203877
7.63,6.75,-0.25,-10.13,-0.75,-0.37,-0.12,-0.75,-1.75,-0.37,-0.12,-1,-0.75,-2.38,1.75,0.25,1.12,-2.25,-0.88,-0.63,-1.75,-0.88,-1.25,-1.25,-0.75,-0.5,0.12,0.5,2,1.37,0,1,2.38,0.75,1.25,-4.88,1.300041964
11,-1.12,-0.25,-4.75,-0.75,-0.75,0,-1,-1.5,-0.37,0,-0.75,-0.88,-2.38,1.75,0.25,2.38,-2.25,-0.75,-5.63,-1.88,-1,-1.75,-1.37,-1,-0.37,0,0.37,2,1.12,0,0.88,2.13,0.63,1.12,-0.75,1.309432195
6.5,-9.25,-9.63,5.25,-0.75,-0.63,-0.25,-0.75,-1.5,-0.37,-0.12,-1,-0.88,-2.38,1.75,0.37,1.88,-2.63,-0.75,0.12,-2.13,-0.75,-1.63,-1.75,-0.88,-0.12,-0.12,0.37,1.5,0.5,0.63,0.75,2.25,1.25,1.25,26.87,1.312063898
3.75,-15.13,-5.75,-7.75,-0.75,-0.63,0,-0.75,-1.5,0.12,0,-1.12,-0.88,-2.25,1.75,0,3.25,-3,-0.88,0.25,-2,-0.25,-1.63,-1.75,-0.37,-0.37,0,1.25,1.5,0,0.63,0.88,2.25,1.12,1.12,2.13,1.304686023
-1.12,2.5,-3.5,-21.12,-0.75,-0.63,0,-0.75,-1.75,-0.25,-0.25,-1.12,-0.63,-2.25,1.37,0,2.38,-2.88,-0.5,0.37,-1.88,-0.5,-2.25,-1.5,-0.25,-0.88,0.5,1,0.63,0.88,0.5,0.75,2.88,0.88,0.75,-5.38,1.284052304
-9.5,-9.5,-17.75,-5.25,-0.88,-0.63,0.12,-0.88,-1.25,-0.25,-0.37,-0.88,-0.63,-2.38,1.37,0.88,1.88,-2.63,-0.75,-11.75,-1.75,-0.88,-2.13,-1.25,-0.37,0,0.37,0,1.25,1,0.5,1.63,2.5,0.37,0.88,-11,1.249147716
0.25,-32.25,-8.63,16.37,-0.75,-0.63,0,-0.75,-1.5,-0.5,-0.37,-1,-0.88,-2,1.88,1,1.75,-2.63,-0.5,-8.75,-2.13,-1,-1.88,-1.63,0.12,-0.12,-0.37,0.5,1.12,0.88,1.37,1.12,1.63,0.75,0.88,-4,1.202232859
-7.88,-7,16.37,-0.63,-0.75,-0.63,0.12,-0.63,-1.63,-0.37,-0.25,-1.12,-0.5,-2.13,2,0.25,1.88,-2.13,-0.25,15.88,-2.25,-0.75,-2,-0.88,0,-0.88,0.12,0.5,1.12,1.5,0.88,0.37,2.38,0.63,1,-15.88,1.147404707
-5,25.87,-5.13,-8.75,-0.88,-0.63,0,-1,-1.5,-0.25,-0.37,-0.75,-0.63,-2.38,1.75,0.25,-0.25,-2.38,-1,3.88,-1.88,-0.88,-1.5,-1.12,-0.75,-0.37,0,0.5,2,1.25,0,0.88,2.13,0.75,1.12,-5.75,1.088646239
2.38,-10.38,0.75,0.75,-0.75,-0.63,0,-0.88,-1.5,-0.37,-0.25,-1,-1,-2.38,1.75,0.25,2.25,-2.63,-1,0.25,-2,-0.37,-1.75,-1.63,-0.12,-0.5,-0.12,1.12,1.5,0.37,0.5,1,2.13,1,1,14.88,1.028896852
-5.75,-15.63,-4.88,-14.63,-0.75,-0.75,0.12,-0.88,-1.5,-0.25,-0.37,-1.12,-0.5,-2.25,1.5,0.25,2.25,-2.63,-0.63,-0.25,-1.37,-0.5,-2.38,-1.5,-0.37,-0.5,0.75,0.75,0.63,1,0.37,0.75,2.75,0.75,0.75,-5.75,0.969975273
-9.38,-10.13,-20.25,3.38,-0.75,-0.5,0,-0.63,-1.5,-0.12,-0.37,-1,-0.75,-2.25,1.25,0.88,1,-2.63,-0.75,-5.63,-1.75,-1,-2,-1.5,-0.37,0.37,0.25,-0.25,1.25,1,0.25,1.25,2.38,0.25,0.88,-10.25,0.912812886
-0.12,-20.62,1.12,7.25,-0.75,-0.63,0.12,-0.63,-1.63,-0.5,-0.25,-1,-0.63,-2.5,1.88,0.63,2.63,-2.75,-0.5,-9.13,-2.25,-0.75,-2,-1.5,0.25,-0.25,-0.37,0.63,1.25,0.88,1.12,0.75,1.63,0.63,1,-4,0.857742661
-6.13,2.75,6.88,-4.63,-0.75,-0.5,0.12,-0.88,-1.37,-0.25,-0.25,-0.75,-0.5,-2.5,1.63,0.37,2.13,-2.63,-0.5,14.38,-2,-0.75,-2.13,-0.88,-0.25,-1,-0.12,0.5,1.37,1.5,0.37,0,2.38,0.75,1,-9.5,0.804780263
3,7.38,-0.37,-9.75,-0.75,-0.5,0,-0.88,-1.5,-0.25,-0.12,-0.88,-0.88,-2.5,1.63,0.12,2.13,-2.25,-0.75,-0.37,-1.88,-0.75,-1.5,-1.25,-0.75,-0.37,0,0.5,1.75,0.75,-0.12,0.88,2.25,0.63,1.12,13.5,0.753851115
5.38,-15.25,-9.75,3.5,-0.75,-0.75,0,-0.75,-1.75,-0.25,-0.12,-1.12,-0.88,-2.25,1.63,-0.12,3,-2.75,-0.75,0.5,-2.13,-0.37,-1.75,-2,-0.25,0,-0.37,1.12,0.88,0.37,0.63,0.88,2.5,1.25,0.88,6.63,0.704951731
-6,1.25,-1.5,-13.75,-0.75,-0.63,0,-0.75,-1.63,-0.25,-0.37,-1.12,-0.63,-2.38,1,0.63,2,-2.5,-0.75,0,-1.63,-0.63,-2.38,-1.5,-0.37,-0.5,0.75,0.75,0.75,1,0.5,1.25,2.63,0.5,0.88,-11.38,0.658208949
-9.5,-11.13,-15.5,8.13,-0.75,-0.63,0,-0.88,-1.37,-0.37,-0.37,-1,-0.75,-2.13,1.75,0.5,1,-2.5,-1,-4.75,-1.88,-1.12,-2,-1.25,-0.5,0.12,0.37,-0.12,1.37,1,0.5,1.5,2,0.25,1.12,-9,0.613853152
4.13,-15.25,25.87,5.88,-0.75,-0.63,0,-0.75,-1.63,-0.25,-0.25,-1,-0.63,-2.13,1.63,0,1.5,-2.63,-0.5,-3.75,-2.25,-0.75,-1.88,-1.75,0.37,-0.63,-0.75,0.5,1.12,1.12,1.12,0.63,2.25,0.75,1,-18,0.572166592
-9.5,32.25,8.25,-10.5,-0.75,-0.5,0.12,-0.88,-1.5,-0.12,-0.37,-0.75,-0.5,-2.5,1.37,0.37,1.63,-2.5,-0.37,1.75,-1.88,-0.75,-2.13,-0.75,-0.25,-0.88,0,0.37,1.75,1.63,0.12,0.75,2.25,0.5,1.37,-4.13,0.533471733
16.75,3.38,0.63,-9.75,-0.75,-0.5,-0.12,-0.88,-1.5,-0.25,-0.25,-0.75,-0.88,-2.13,1.75,0.25,2.63,-2.5,-1.12,-0.25,-2,-0.88,-1.63,-1.37,-1,-0.37,0,0.5,1.75,0.75,0.37,0.88,2.25,1.12,1.12,25.87,0.498196519
5.38,-14.75,-5.38,-23.87,-0.75,-0.5,0,-0.75,-1.75,-0.25,-0.25,-1.25,-0.75,-2.38,1.63,0,4.63,-2.88,-0.75,0.12,-2.25,-0.5,-2.38,-1.88,-0.37,-0.63,-0.25,1,0.75,1,0.63,0.75,2.88,1.12,0.75,3.38,0.467026231
-10,-0.37,-32,-13.75,-0.75,-0.63,0.12,-0.75,-1.37,-0.12,-0.5,-1.12,-0.75,-2.38,1.63,0.5,3.13,-2.63,-0.75,-0.25,-1.63,-0.88,-2.38,-1.37,-0.5,-0.12,0.37,0.25,1.37,1.12,0.63,1.63,2.5,0.37,1,-9.5,0.441118032
0.37,-14,-3.25,14.75,-0.75,-0.75,0,-0.5,-1.5,-0.5,-0.25,-1,-0.75,-2.25,1.88,0.63,1.5,-2.63,-0.63,-3.75,-2.25,-0.75,-1.88,-1.63,-0.37,0.12,-0.63,0,1.25,1,1.25,1.12,1.88,0.75,1,-4.63,0.422334859
-21.62,-14.88,26.5,-2,-0.75,-0.63,0.12,-0.63,-1.5,-0.12,-0.25,-1.12,-0.5,-2.25,2.25,0.12,1.88,-2.63,-0.12,21.37,-2.25,-0.75,-2.13,-1.12,0.12,-0.63,-0.5,0.37,1.25,1.5,0.75,0.37,2.25,0.75,0.88,-29.37,0.413454979
-8,6.75,-4,0.75,-0.88,-0.37,0,-0.88,-1.63,-0.37,-0.37,-0.88,-0.75,-2.38,1.5,0.25,0.25,-2.38,-0.88,4.5,-1.88,-0.88,-1.75,-1.12,-0.63,-0.5,0.12,0.37,2.13,1.12,-0.12,0.88,2.25,0.63,1.37,-5.38,0.418180581
5.25,-1.25,-9.88,1.25,-0.75,-0.63,0,-0.75,-1.75,-0.37,-0.12,-1,-0.88,-2.38,1.63,0.12,2.88,-2.88,-0.75,-0.12,-2,-0.63,-1.63,-1.75,-0.37,-0.25,-0.12,1,1.37,0.37,0.5,0.88,2.38,1,1,14.5,0.440455221
-0.25,-14.13,0,-11,-0.75,-0.63,0,-0.75,-1.75,-0.25,-0.25,-1.12,-0.63,-2.25,1.5,0.25,3.63,-2.88,-0.63,-0.63,-1.37,-0.63,-2.25,-1.25,-0.37,-0.5,0.88,0.88,0.63,1.12,0.63,0.75,3,0.88,0.63,-4.5,0.482600097
-9.5,-5.13,-19.87,-4.75,-0.75,-0.75,0,-0.88,-1.25,-0.25,-0.5,-1,-0.63,-2.38,1.37,0.75,1.63,-2.63,-0.5,-11.38,-1.75,-1,-1.88,-1.37,-0.37,0.25,0.25,0.12,1.37,1,0.37,1.25,2.25,0.37,1.12,-9.88,0.542941474
0.25,-21,-3.75,7.63,-0.75,-0.63,0,-0.5,-1.63,-0.5,-0.25,-1.12,-0.63,-2,1.5,0.75,2.25,-2.63,-0.63,-4.5,-2.13,-0.75,-2,-1.5,0.25,-0.37,-0.37,0.5,1.37,0.75,1.12,1,1.5,0.75,1,-5,0.615223842
-14.63,2.63,5.38,-6.25,-0.75,-0.5,0.12,-1.12,-1.5,-0.25,-0.25,-1,-0.5,-2.5,1.75,0.37,2.25,-2.13,-0.25,14.5,-2,-0.75,-2.13,-1,-0.25,-0.75,-0.12,0.5,1,1.5,0.63,0.5,2.25,0.75,1,-9.88,0.690977632
2.63,6.5,-10.25,-9.38,-0.63,-0.5,0,-0.75,-1.5,-0.5,-0.25,-0.88,-0.75,-2.25,1.75,0.37,2,-2.5,-0.88,-0.88,-1.88,-0.75,-1.37,-1.25,-0.75,-0.37,0,0.5,1.88,1,-0.12,0.88,2.25,0.5,1.12,12.5,0.762722074
5.5,-11.13,0.37,4.88,-0.63,-0.63,0,-0.75,-1.5,-0.37,-0.25,-1.25,-0.75,-2.25,1.63,-0.12,1.63,-2.63,-0.75,0.63,-2,-0.12,-2,-2,-0.25,-0.37,-0.12,1,1,0.37,0.63,0.88,2.13,1.12,1,6.5,0.825587841
-10.5,-15.5,-2.38,-15.5,-0.88,-0.5,0.12,-0.75,-1.5,-0.12,-0.5,-1.12,-0.75,-2.25,1.25,0.25,2,-2.63,-0.5,-0.37,-1.63,-0.5,-2.38,-1.37,-0.37,-0.5,0.5,0.63,0.63,1.25,0.5,1.25,2.63,0.63,0.88,-10.38,0.877245651
-9.25,-13,-15.38,22.37,-0.75,-0.63,0,-0.75,-1.37,-0.37,-0.37,-0.88,-0.63,-2.38,1.88,0.63,1.63,-2.63,-0.75,-4.75,-1.88,-1.12,-1.88,-1.5,-0.5,0.37,0,-0.37,1.37,1,0.75,1.25,2,0.37,1.12,-9.88,0.917155083
2.75,-10.38,22.25,4.75,-0.75,-0.63,0.12,-0.75,-1.63,-0.37,-0.37,-1,-0.75,-2.13,1.63,0,2.38,-2.75,-0.25,11.13,-2.25,-0.63,-1.88,-1.63,0.12,-0.5,-0.75,0.75,1.12,1.5,0.88,0.5,2.13,1,1.12,-17.5,0.94582703
-10.25,36.88,4.88,-10.38,-0.75,-0.5,0.12,-0.88,-1.63,-0.5,-0.25,-0.75,-0.5,-2.38,1.37,0.25,1.12,-2.25,-0.63,1.88,-2,-0.75,-2,-1,-0.75,-0.88,0,0.5,1.88,1.75,0.12,0.88,2.25,0.63,1.37,-9.25,0.964309416
